"","rSP500","rBRK.A"
"115",0.0095983185809505,0.00142399454465014
"116",0.00406645453285481,-0.00392141045766614
"117",NA,0.00507691478604677
"118",NA,-0.00332412053084319
"119",-0.000314284220281458,0.00029920719229537
"120",-0.0010626309930073,-0.0085232555172432
"121",0.00610779630329805,0.00334189677524499
"122",-0.000303320412945673,-0.00224165079298189
"123",0.00275494004033128,-0.00587449218615355
"124",-0.000766077014016098,0.00722008557151099
"125",-0.00147706318574325,-0.00945739992073413
"126",-0.00296068767526769,0.0108235662455805
"127",0.00610628891428888,-0.00246493200590692
"128",-0.00454893723637273,-0.00271846136341303
"129",-0.00439816129142034,-0.00482602474679972
"130",0.00119536061971814,-0.00369158715671425
"131",-0.0142753424853073,-0.00621353267399805
"132",0.00393669994689194,-0.00635806929643401
"133",-0.0171068705318858,0.00863857199515827
"134",-0.00191949916932543,-0.00314393470961427
"135",0.0125227210542374,0.00768894356644623
"136",-0.00609321316658562,-0.014158266684948
"137",0.013442889619502,0.000459875841629653
"138",-0.00332573998562413,0.0109649519474146
"139",0.0120851156255055,-0.0127228179279673
"140",-0.00488449847531136,0.0109203595428404
"141",0.00897234521732493,-0.00411799707688587
"142",-0.00174717315817396,0.00501508070470713
"143",-0.00615838282583514,-0.00776336492975993
"144",-0.0146659502181361,0.00137520076680886
"145",-0.00238025955186405,0.00158372005840057
"146",0.00236570375829359,-0.00753358886463396
"147",0.0121623968046158,-2.30412092037113e-05
"148",-0.00883463895092174,-0.00350845157226765
"149",-0.00397327770157574,0.00350891240165296
"150",0.00352344275439176,0.0123651650207197
"151",NA,-0.0100641288618259
"152",NA,-0.00553251756972628
"153",-0.00206401401171785,0.000924214483530861
"154",0.00267902609110582,-0.00103980137610549
"155",0.00444756165573157,-0.00358983652263589
"156",0.00518931633563469,-0.00312320158690937
"157",-0.00459174627666847,0.003228857258053
"158",0.0016283576529128,-0.00144762299202128
"159",0.00513508660869366,0.00342795718378497
"160",-0.000778797746659343,-0.00711019097861687
"161",-0.0113756759818759,0.00118901395077309
"162",0.00919276223420695,-0.00151552933487942
"163",-0.00148176762411456,-0.00640253794773571
"164",0.00507462000956149,0.00523554049938646
"165",0.00235495466448477,-0.00308743286837831
"166",0.00225026214058133,0.00630038816784584
"167",-0.00414990386441616,-0.000228156889114928
"168",0.00276536277447725,-0.00116487677128596
"169",-0.00374738986151257,-0.00892120884890524
"170",-0.0101805113640756,0.0119935508988096
"171",0.0108637627180137,-0.00349203008796195
"172",0.00293645629424244,-0.00467509032899294
"173",-0.011907989281938,0.0111837139563811
"174",-0.00446565288921885,0.0160430019249098
"175",0.00376666352273958,-0.00589934975822715
"176",0.0133681018381964,-0.00635103858312647
"177",-0.00510254741511318,0.00964770656804781
"178",-0.00295401515813509,0.0188411370558565
"179",-0.000304936156355851,-0.0150535130237692
"180",0.0107215489140495,-0.00800278650886632
"181",0.000768174069250449,-0.00275862243907987
"182",0.00304332620418091,0.00948525910063047
"183",-0.000643641246266036,-0.00287730554059706
"184",-0.000930958672491933,0.00221730761018257
"185",0.00233515976499898,0.00580022804876279
"186",-0.00223638062801346,-0.00397340075324415
"187",NA,-0.00569208002020183
"188",NA,-0.00588124296485226
"189",0.00912090492178752,-0.00600880014535043
"190",-0.00126759153408607,0.00803439700772302
"191",-0.00633844579135889,0.000643648590104462
"192",0.00205730177418584,-0.0128592363582278
"193",-0.00100916070563883,0.00278940208757916
"194",0.00211664342567808,-0.00269629655238823
"195",-0.00866057181541624,-0.00102463797330188
"196",-0.00143721062681745,-0.0094320872521898
"197",-0.00649553709838369,-0.00483509674663019
"198",0.00041832655565166,-0.00740111548030953
"199",0.0119704679998343,-0.00142959280959509
"200",0.00173704262411167,0.00807413552826297
"201",-0.00701887501189002,0.00255114231055309
"202",-0.00463320552938562,-0.00558317040560574
"203",0.00567367908640559,-0.00695141588913017
"204",0.00197773092512499,0.00219539056343621
"205",0.00985397676180177,0.00185754143573469
"206",-0.00531761521340357,0.0183880711398299
"207",0.00607631735083736,-0.00868087766471781
"208",0.000635735414213023,0.00178963317919845
"209",-0.00738052575590054,-0.00320392283118132
"210",-0.0029779949767228,-0.00662881215181876
"211",-0.000390123226795325,-0.00428470067554798
"212",-0.0210869219492604,0.00143027437970034
"213",0.00265485807818333,-0.0236212476881796
"214",0.00691218610931355,-0.000731975145528807
"215",-0.000308121903164427,0.00736844159188088
"216",NA,-0.00214413307849881
"217",NA,-0.00205622990817211
"218",0.00606252308648703,0.0128128910428948
"219",-0.0167929489271961,-0.00948029961044483
"220",0.00225964532371403,0.00750886445456977
"221",0.0122629585172263,0.00986715747708722
"222",0.0110052784273655,0.0091099510275896
"223",0.00444334290114767,0.000221966672851792
"224",-0.000735233113864808,0.00955438492830751
"225",0.00798266871629405,0.0100059008157647
"226",0.00110564052543527,4.63059433766233e-05
"227",0.000770872345996487,0.00240495907239158
"228",-0.00427076404463023,-0.00316464745141865
"229",-0.00239053726103311,-0.00192960707032519
"230",-0.00569220994769637,-0.00867340480446543
"231",-0.0107610201940549,-0.00699178921381893
"232",-0.0057917500692275,-0.00618474999890495
"233",0.0123100218480303,0.0205072285105956
"234",0.00729211050760448,-0.00359096915778778
"235",2.84548989863964e-05,0.00198105246988334
"236",-0.00227420115252386,-0.00347526268438436
"237",-0.00276067078718523,-0.00233918235317176
"238",-0.00225225320432543,0.00303987139269957
"239",0.00310982898558443,0.00489577105560102
"240",-0.00778318218863561,0.00208424797687101
"241",-0.00287902763792136,-0.000868635907567139
"242",0.0127269010229671,-0.000755682815967162
"243",-0.00960312996850199,-0.00372266600224513
"244",0.000949613032139141,-0.007017572658647
"245",-0.00127595090030574,0.000868167634335393
"246",0.00390426203683081,0.00372689268973581
"247",0.00519793825523696,-0.00318760055619194
"248",-0.00262897354801161,-0.00564176390666837
"249",-0.00828922532143928,-0.00681240216223955
"250",-0.021325899205106,-0.0133710614335421
"251",-0.0323692595484992,-0.0261345114282605
"252",-0.040211416281176,-0.0325997174373747
"253",-0.0136142625321884,-0.00925212818518695
"254",0.0382912865586142,0.0319257070693499
"255",0.0240072423262516,0.0219035053781891
"256",0.000608570807886899,0.00196936819653359
"257",-0.00842710835334959,-0.0137936603182887
"258",-0.0300226098516125,-0.0218974081134231
"259",0.0181276661831093,0.00611668246269481
"260",0.00116410568044945,0.0015287265680044
"261",-0.0154482910026204,-0.0159734418122017
