"","rSP500","rBRK.A"
"1",0.00502327938259661,0.00513096827586423
"2",-0.0030778848267845,-9.77622227260611e-06
"3",-0.00656647254926757,0.000801332991834158
"4",0.00363944349331824,-0.00342971266840131
"5",0.000881511849807559,0.00897742172982774
"6",-0.00598044961072652,0.00416849035578437
"7",-0.000710386535553553,-0.00146183995169302
"8",0.00745651955609805,0.00184872456818397
"9",0.00129482214288412,-0.00058038306910646
"10",0.00487923757578823,0.00241604369760573
"11",-0.000477402937138827,-0.0091878320539891
"12",-0.00804560997350645,0.00701365557246092
"13",-0.00579324034294171,0.000483559003621181
"14",0.00780196217430884,-0.00589114035144789
"15",-0.0163008838630567,0.00714730053208612
"16",0.00853926846933195,0.00306131296918544
"17",-0.00255008785762811,0.00602336437635032
"18",-0.0027898116618692,0.014605491025824
"19",-0.0133371038696097,-0.000353946787406301
"20",5.13831047221913e-06,-0.0147306061094934
"21",0.011103645698161,-0.00218045109091847
"22",-0.00156634625893393,0.00671777230799897
"23",-0.0152416333390093,-0.0185168209900191
"24",0.0173109274416783,0.0103011296448283
"25",-0.0208778207559419,-0.00390898166322096
"26",-0.0115171028462742,-0.0020327320196909
"27",-0.0166050254318302,-0.00993317295299967
"28",0.00157764047603237,0.00678661341629194
"29",-0.00813332148698187,0.0120483385161751
"30",0.0001449567145686,-0.000790731707608572
"31",0.0128018134438328,-0.0171659357506311
"32",0.00910111616817399,0.0236887108574777
"33",0.0193853608652041,-0.019721658914289
"34",-0.00732607796884199,-0.00340632932771889
"35",0.0122283256528464,-0.00115538325967535
"36",0.00702868501203113,0.00541148502092703
"37",-0.00150272173680666,-0.0108583998608225
"38",0.0118683424581398,-0.00887092833803749
"39",-0.00138631602476647,0.017202172089954
"40",0.00621080964015608,0.00167738367537318
"41",0.0116631022772253,0.0119756127243758
"42",-0.000118933758992412,-0.00870189049172154
"43",-0.00283381208075362,0.00764051045408465
"44",0.00568432546984621,0.00547250742803307
"45",0.0037683963328119,-0.000138599145207863
"46",0.000349484268151734,0.00642225022496135
"47",0.00311534385588264,-0.00461623276553347
"48",0.000696430088423128,-0.00272120607407267
"49",-0.0007013362458963,0.0046268301466359
"50",0.000529725977298057,0.00522442413680579
"51",0.00024024613086393,0.00896021085515031
"52",0.000735088758309743,0.00540788619986721
"53",0.00512079924412046,0.00300731072541716
"54",-0.00150224877782978,0.000791120873333995
"55",0.0019651497131159,0.0117003670206959
"56",0.00522321260373815,-0.000677424802677962
"57",0.00285997228508439,0.0034368325237395
"58",-0.00115074811317761,0.00548239717404186
"59",0.00280202895500103,-0.00584009361281623
"60",NA,0.00236850233157249
"61",NA,0.00149974422726196
"62",-0.0068527324708354,-0.00147732295395642
"63",0.00636411459656738,-0.00135029069619286
"64",0.0037576597991098,0.00769085343190135
"65",-0.00116249636245058,0.00506967457205043
"66",0.00166373742651515,0.00303615253885248
"67",-0.00728299412316957,0.00308914632243962
"68",-0.000237856573607864,0.00293618722380096
"69",-0.0164860952257131,-0.00242375396376104
"70",0.00452546279259369,0.0110609473594252
"71",-0.0163464654358174,-0.00229151239910941
"72",-0.00636281067294053,0.00324527964071919
"73",-0.00852525246096558,0.00188663942574507
"74",0.0201480610156946,0.0095272421413064
"75",0.0237313916385569,-0.0108843050627225
"76",0.00455967565401227,-0.00750141607150212
"77",0.00380315652456353,0.00512878814067896
"78",0.00174489494389629,-0.0261393882030347
"79",-0.000139287472758376,0.000333277790119269
"80",NA,-0.00280207619122308
"81",NA,0.019671576637732
"82",0.000861380079771656,0.0287566818107283
"83",-0.00490060727780772,-0.00618568595109892
"84",-0.0103642891877556,-0.00072869982987811
"85",NA,-0.000395300323583925
"86",NA,-0.00491033586343548
"87",-0.0184472155074289,-6.62229727730335e-05
"88",-0.00893326912488845,0.00732410650872772
"89",0.011562716479232,0.000394373608370913
"90",0.0177302322705541,-0.00992842576790132
"91",-0.00843940289436862,-0.0106762579913422
"92",-0.00812659300338758,-0.0117865415959155
"93",-0.00258189510271745,-0.00240128788108152
"94",-0.00583002419719847,0.0136510127870011
"95",-0.00929091534714566,0.0142174067104701
"96",0.0133348934783957,-0.00888441775698112
"97",NA,-0.0100674651193717
"98",NA,0.00258432303505352
"99",0.00472049156686882,-0.00504409019508678
"100",0.0151543580013822,-0.00165994607206166
"101",-0.00550673692932779,0.00945808791665037
"102",0.00256515858937423,-0.00438767227687897
"103",-0.0134782691487478,-0.00785067533916184
"104",-0.013587495823832,0.0180350775570606
"105",0.00948953412966969,-0.00518872663191949
"106",-0.0130770941112432,0.00193331681993669
"107",0.0128791771862264,-0.0119948935870049
"108",0.0143362122054178,-0.019837840614402
"109",-0.00416469706503442,0.0129840463646982
"110",0.0102388060248346,-0.0189652431117029
"111",-0.00342400388914665,0.0194287308082757
"112",-0.00425624879230124,0.00941942352938341
"113",0.0106189322945758,-0.00521704354707886
"114",-2.90056851159903e-05,0.0158586089728008
